CUSTOMERNAME,CUSTOMER_ID,CONTACTFIRSTNAME,CONTACTLASTNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY
Mini Gifts Distributors Ltd.,2566,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Australian Collectables, Ltd",2567,Sean,Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia
Euro Shopping Channel,2568,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Corrida Auto Replicas, Ltd",2569,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
"Saveley & Henriot, Co.",2570,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Euro Shopping Channel,2571,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Caravy,2572,Frederique,Citeaux,88.60.1555,"24, place Kluber",Strasbourg,67000,France
Amica Models & Co.,2573,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
Herkku Gifts,2574,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
Auto Assoc. & Cie.,2575,Daniel,Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France
Mini Gifts Distributors Ltd.,2576,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Online Diecast Creations Co.,2577,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
"AV Stores, Co.",2578,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Atelier graphique,2579,Carine,Schmitt,40.32.2555,"54, rue Royale",Nantes,44000,France
Lyon Souveniers,2580,Daniel,Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France
Toys4GrownUps.com,2581,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
Euro Shopping Channel,2582,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Anna's Decorations, Ltd",2583,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Mini Gifts Distributors Ltd.,2584,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Baane Mini Imports,2585,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"La Corne D'abondance, Co.",2586,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
"Corrida Auto Replicas, Ltd",2587,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Technics Stores Inc.,2588,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
"Oulu Toy Supplies, Inc.",2589,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"Dragon Souveniers, Ltd.",2590,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
"Stylish Desk Decors, Co.",2591,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
"Iberia Gift Imports, Corp.",2592,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
"Saveley & Henriot, Co.",2593,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Diecast Collectables,2594,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
Handji Gifts& Co,2595,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,2596,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,2597,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Handji Gifts& Co,2598,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,2599,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Diecast Classics Inc.,2600,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Scandinavian Gift Ideas,2601,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Marta's Replicas Co.,2602,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
Canadian Gift Exchange Network,2603,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
Vitachrome Inc.,2604,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
"Volvo Model Replicas, Co",2605,Christina,Berglund,0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden
"Corrida Auto Replicas, Ltd",2606,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Euro Shopping Channel,2607,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,2608,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Gifts Distributors Ltd.,2609,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,2610,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,2611,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Cruz & Sons Co.,2612,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Reims Collectables,2613,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Mini Gifts Distributors Ltd.,2614,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Toys4GrownUps.com,2615,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
"Anna's Decorations, Ltd",2616,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Daedalus Designs Imports,2617,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Euro Shopping Channel,2618,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Auto Canal Petit,2619,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Daedalus Designs Imports,2620,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Vitachrome Inc.,2621,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
Auto Canal Petit,2622,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Gifts4AllAges.com,2623,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Online Mini Collectables,2624,Miguel,Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA
Marta's Replicas Co.,2625,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
"Toys of Finland, Co.",2626,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Baane Mini Imports,2627,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
Microscale Inc.,2628,Kee,Kuo,2125551957,5290 North Pendale Street,NYC,10022,USA
Cruz & Sons Co.,2629,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Salzburg Collectables,2630,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Euro Shopping Channel,2631,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Suominen Souveniers,2632,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
La Rochelle Gifts,2633,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Mini Gifts Distributors Ltd.,2634,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"UK Collectables, Ltd.",2635,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
"AV Stores, Co.",2636,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Signal Gift Stores,2637,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
"Anna's Decorations, Ltd",2638,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Heintze Collectables,2639,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Gift Depot Inc.,2640,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
Mini Gifts Distributors Ltd.,2641,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Online Diecast Creations Co.,2642,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
Muscle Machine Inc,2643,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,2644,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Saveley & Henriot, Co.",2645,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Mini Caravy,2646,Frederique,Citeaux,88.60.1555,"24, place Kluber",Strasbourg,67000,France
Muscle Machine Inc,2647,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,2648,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Handji Gifts& Co,2649,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
"UK Collectables, Ltd.",2650,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
Euro Shopping Channel,2651,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
FunGiftIdeas.com,2652,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
"AV Stores, Co.",2653,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Signal Gift Stores,2654,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
Mini Gifts Distributors Ltd.,2655,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,2656,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
The Sharp Gifts Warehouse,2657,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Souveniers And Things Co.,2658,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Euro Shopping Channel,2659,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"La Corne D'abondance, Co.",2660,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Muscle Machine Inc,2661,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Suominen Souveniers,2662,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
"Oulu Toy Supplies, Inc.",2663,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"Dragon Souveniers, Ltd.",2664,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
"Stylish Desk Decors, Co.",2665,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
"Iberia Gift Imports, Corp.",2666,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
Mini Classics,2667,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Diecast Collectables,2668,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
Signal Collectibles Ltd.,2669,Sue,Taylor,4155554312,2793 Furth Circle,Brisbane,94217,USA
Mini Gifts Distributors Ltd.,2670,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,2671,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Handji Gifts& Co,2672,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,2673,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Diecast Classics Inc.,2674,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Land of Toys Inc.,2675,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Marta's Replicas Co.,2676,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
Heintze Collectables,2677,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Vitachrome Inc.,2678,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
Mini Gifts Distributors Ltd.,2679,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Muscle Machine Inc,2680,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,2681,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,2682,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,2683,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,2684,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,2685,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,2686,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Rovelli Gifts,2687,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Salzburg Collectables,2688,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Gift Ideas Corp.,2689,Dan,Lewis,2035554407,2440 Pompton St.,Glendale,97561,USA
Mini Creations Ltd.,2690,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
"Toys of Finland, Co.",2691,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Scandinavian Gift Ideas,2692,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Alpha Cognac,2693,Annette,Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France
"Double Decker Gift Stores, Ltd",2694,Thomas,Hardy,(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK
Cruz & Sons Co.,2695,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Collectable Mini Designs Co.,2696,Valarie,Thompson,7605558146,361 Furth Circle,San Diego,91217,USA
Cambridge Collectables Co.,2697,Kyung,Tseng,6175555555,4658 Baden Av.,Cambridge,51247,USA
Euro Shopping Channel,2698,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Collectables For Less Inc.,2699,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
"Norway Gifts By Mail, Co.",2700,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
"Bavarian Collectables Imports, Co.",2701,Michael,Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany
"Classic Gift Ideas, Inc",2702,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
giftsbymail.co.uk,2703,Helen,Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK
Rovelli Gifts,2704,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Tokyo Collectables, Ltd",2705,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
"Stylish Desk Decors, Co.",2706,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
"Oulu Toy Supplies, Inc.",2707,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
Euro Shopping Channel,2708,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Reims Collectables,2709,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
The Sharp Gifts Warehouse,2710,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
"Australian Collectables, Ltd",2711,Sean,Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia
"AV Stores, Co.",2712,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Signal Gift Stores,2713,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
"Anna's Decorations, Ltd",2714,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Heintze Collectables,2715,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Rovelli Gifts,2716,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Mini Gifts Distributors Ltd.,2717,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Online Diecast Creations Co.,2718,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
Muscle Machine Inc,2719,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
"Double Decker Gift Stores, Ltd",2720,Thomas,Hardy,(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK
"Saveley & Henriot, Co.",2721,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Mini Caravy,2722,Frederique,Citeaux,88.60.1555,"24, place Kluber",Strasbourg,67000,France
Muscle Machine Inc,2723,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,2724,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Handji Gifts& Co,2725,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
"UK Collectables, Ltd.",2726,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
Euro Shopping Channel,2727,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"AV Stores, Co.",2728,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Signal Gift Stores,2729,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
Mini Gifts Distributors Ltd.,2730,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,2731,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
The Sharp Gifts Warehouse,2732,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Souveniers And Things Co.,2733,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Motor Mint Distributors Inc.,2734,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Marseille Mini Autos,2735,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Mini Gifts Distributors Ltd.,2736,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,2737,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
Quebec Home Shopping Network,2738,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
Herkku Gifts,2739,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
Online Diecast Creations Co.,2740,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
Euro Shopping Channel,2741,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,2742,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Vida Sport, Ltd",2743,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Oulu Toy Supplies, Inc.",2744,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"UK Collectables, Ltd.",2745,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
L'ordine Souveniers,2746,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Signal Gift Stores,2747,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
"Vida Sport, Ltd",2748,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Norway Gifts By Mail, Co.",2749,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
"Toms Spezialitten, Ltd",2750,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
FunGiftIdeas.com,2751,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Motor Mint Distributors Inc.,2752,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
"Australian Collectors, Co.",2753,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Euro Shopping Channel,2754,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Toys4GrownUps.com,2755,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
Euro Shopping Channel,2756,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,2757,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Caravy,2758,Frederique,Citeaux,88.60.1555,"24, place Kluber",Strasbourg,67000,France
Salzburg Collectables,2759,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Danish Wholesale Imports,2760,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
Salzburg Collectables,2761,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
"Stylish Desk Decors, Co.",2762,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
Mini Gifts Distributors Ltd.,2763,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Boards & Toys Co.,2764,Leslie,Young,3105552373,4097 Douglas Av.,Glendale,92561,USA
Scandinavian Gift Ideas,2765,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
CAF Imports,2766,Jesus,Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain
Mini Creations Ltd.,2767,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Enaco Distributors,2768,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
"Saveley & Henriot, Co.",2769,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Collectable Mini Designs Co.,2770,Valarie,Thompson,7605558146,361 Furth Circle,San Diego,91217,USA
Tekni Collectables Inc.,2771,William,Brown,2015559350,7476 Moss Rd.,Newark,94019,USA
Land of Toys Inc.,2772,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Quebec Home Shopping Network,2773,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
Petit Auto,2774,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
"Royal Canadian Collectables, Ltd.",2775,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
Gifts4AllAges.com,2776,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
"AV Stores, Co.",2777,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
La Rochelle Gifts,2778,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
"Volvo Model Replicas, Co",2779,Christina,Berglund,0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden
"Tokyo Collectables, Ltd",2780,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Euro Shopping Channel,2781,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Oulu Toy Supplies, Inc.",2782,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
Mini Gifts Distributors Ltd.,2783,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Gifts4AllAges.com,2784,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
"AV Stores, Co.",2785,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Signal Gift Stores,2786,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
"Anna's Decorations, Ltd",2787,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Heintze Collectables,2788,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
